"Path","Name","Extension","SizeKB","Width","Height"
"C:\Users\colle\saffron-restaurant\css\color\img\about1-back.jpg","about1-back.jpg","JPG","17.2","636","673"
"C:\Users\colle\saffron-restaurant\css\color\img\client\3.png","3.png","PNG","16.4","100","100"
"C:\Users\colle\saffron-restaurant\img\dish\guava-shake.jpg","guava-shake.jpg","JPG","16.09","800","800"
"C:\Users\colle\saffron-restaurant\css\color\img\client\2.png","2.png","PNG","15.93","100","100"
"C:\Users\colle\saffron-restaurant\css\color\img\dish\42.jpg","42.jpg","JPG","15.93","272","194"
"C:\Users\colle\saffron-restaurant\css\color\img\dish\15.jpg","15.jpg","JPG","15.93","272","194"
"C:\Users\colle\saffron-restaurant\css\color\img\dish\14.jpg","14.jpg","JPG","15.73","272","194"
"C:\Users\colle\saffron-restaurant\css\color\img\brand\7.png","7.png","PNG","15.7","180","90"
"C:\Users\colle\saffron-restaurant\css\color\img\dish\20.jpg","20.jpg","JPG","15.2","272","194"
"C:\Users\colle\saffron-restaurant\img\single-recipe.jpg","single-recipe.jpg","JPG","15.05","880","516"
"C:\Users\colle\saffron-restaurant\vendor\slider\img\arrows3.png","arrows3.png","PNG","14.85","60","30"
"C:\Users\colle\saffron-restaurant\css\color\img\dish\10.png","10.png","PNG","14.77","101","101"
"C:\Users\colle\saffron-restaurant\img\dish\chicken-tandori-282.jpg","chicken-tandori-282.jpg","JPG","14.47","282","259"
"C:\Users\colle\saffron-restaurant\img\dish\non-veg-bir.jpg","non-veg-bir.jpg","JPG","14.32","225","225"
"C:\Users\colle\saffron-restaurant\img\dish\noodles.webp","noodles.webp","WEBP","13.95",,
"C:\Users\colle\saffron-restaurant\img\dish\shirmp-tikka.jpg","shirmp-tikka.jpg","JPG","13.76","225","225"
"C:\Users\colle\saffron-restaurant\img\client\back.png","back.png","PNG","13.25","1917","678"
"C:\Users\colle\saffron-restaurant\css\color\img\dish\43.jpg","43.jpg","JPG","13.17","272","194"
"C:\Users\colle\saffron-restaurant\css\color\img\dish\16.jpg","16.jpg","JPG","12.93","272","194"
"C:\Users\colle\saffron-restaurant\css\color\img\dish\9.png","9.png","PNG","12.87","101","101"
"C:\Users\colle\saffron-restaurant\css\color\img\dish\8.png","8.png","PNG","12.79","101","101"
"C:\Users\colle\saffron-restaurant\img\tasty-menu-back.png","tasty-menu-back.png","PNG","12.76","1920","1224"
"C:\Users\colle\saffron-restaurant\img\dish\noodles-bowl.jpg","noodles-bowl.jpg","JPG","12.2","225","225"
"C:\Users\colle\saffron-restaurant\img\client\left-back.jpg","left-back.jpg","JPG","11.97","739","645"
"C:\Users\colle\saffron-restaurant\img\dish\manchurian-bowl.jpg","manchurian-bowl.jpg","JPG","11.91","225","225"
"C:\Users\colle\saffron-restaurant\img\dish\lambKabab.jpg","lambKabab.jpg","JPG","11.63","225","225"
"C:\Users\colle\saffron-restaurant\img\blog\1.jpg","1.jpg","JPG","11.46","803","417"
"C:\Users\colle\saffron-restaurant\img\blog\4.jpg","4.jpg","JPG","11.46","803","417"
"C:\Users\colle\saffron-restaurant\img\blog\5.jpg","5.jpg","JPG","11.46","803","417"
"C:\Users\colle\saffron-restaurant\img\blog\3.jpg","3.jpg","JPG","11.46","803","417"
"C:\Users\colle\saffron-restaurant\img\blog\2.jpg","2.jpg","JPG","11.46","803","417"
"C:\Users\colle\saffron-restaurant\img\logo-122.png","logo-122.png","PNG","11.4","122","100"
"C:\Users\colle\saffron-restaurant\css\color\img\brand\9.png","9.png","PNG","11.31","180","90"
"C:\Users\colle\saffron-restaurant\css\color\img\dish\7.png","7.png","PNG","11.18","101","101"
"C:\Users\colle\saffron-restaurant\img\about1-back.jpg","about1-back.jpg","JPG","11.07","636","673"
"C:\Users\colle\saffron-restaurant\img\dish\single-menu1.jpg","single-menu1.jpg","JPG","10.86","739","428"
"C:\Users\colle\saffron-restaurant\img\dish\single-menu3.jpg","single-menu3.jpg","JPG","10.86","739","428"
"C:\Users\colle\saffron-restaurant\img\dish\single-menu4.jpg","single-menu4.jpg","JPG","10.86","739","428"
"C:\Users\colle\saffron-restaurant\img\dish\single-menu2.jpg","single-menu2.jpg","JPG","10.86","739","428"
"C:\Users\colle\saffron-restaurant\img\halal.jpg","halal.jpg","JPG","10.85","242","239"
"C:\Users\colle\saffron-restaurant\img\client\left-back2.jpg","left-back2.jpg","JPG","10.74","700","673"
"C:\Users\colle\saffron-restaurant\css\color\img\section-back-1.png","section-back-1.png","PNG","10.63","235","189"
"C:\Users\colle\saffron-restaurant\css\color\img\dish\4.png","4.png","PNG","10.03","91","89"
"C:\Users\colle\saffron-restaurant\css\color\img\about2-top-back.png","about2-top-back.png","PNG","9.9","1201","392"
"C:\Users\colle\saffron-restaurant\img\dish\bhel2.jpg","bhel2.jpg","JPG","9.67","300","168"
"C:\Users\colle\saffron-restaurant\img\contact-us.jpg","contact-us.jpg","JPG","9.44","326","154"
"C:\Users\colle\saffron-restaurant\img\client\contact-us.jpg","contact-us.jpg","JPG","9.44","326","154"
"C:\Users\colle\saffron-restaurant\css\color\img\dish\34.jpg","34.jpg","JPG","8.73","272","342"
"C:\Users\colle\saffron-restaurant\css\color\img\logo-white.png","logo-white.png","PNG","8.51","195","60"
"C:\Users\colle\saffron-restaurant\img\dish\saffron_chicken-101.png","saffron_chicken-101.png","PNG","8.4","101","101"
"C:\Users\colle\saffron-restaurant\img\chef\single-chef.jpg","single-chef.jpg","JPG","8.35","500","635"
"C:\Users\colle\saffron-restaurant\img\about1-banner2.jpg","about1-banner2.jpg","JPG","8.32","571","530"
"C:\Users\colle\saffron-restaurant\img\about1-banner1.jpg","about1-banner1.jpg","JPG","8.32","571","530"
"C:\Users\colle\saffron-restaurant\css\color\img\recipe-of-the-day2-banner.png","recipe-of-the-day2-banner.png","PNG","8.21","195","176"
"C:\Users\colle\saffron-restaurant\css\color\img\brand\10.png","10.png","PNG","8.19","180","90"
"C:\Users\colle\saffron-restaurant\css\color\img\dish\single-menu-tab1.jpg","single-menu-tab1.jpg","JPG","8.14","122","100"
"C:\Users\colle\saffron-restaurant\img\about2-top-back.png","about2-top-back.png","PNG","8.04","1201","392"
"C:\Users\colle\saffron-restaurant\css\color\img\brand\6.png","6.png","PNG","7.98","180","90"
"C:\Users\colle\saffron-restaurant\css\color\img\dish\single-menu-tab3.jpg","single-menu-tab3.jpg","JPG","7.88","122","100"
"C:\Users\colle\saffron-restaurant\css\color\img\dish\single-menu-tab4.jpg","single-menu-tab4.jpg","JPG","7.8","122","100"
"C:\Users\colle\saffron-restaurant\css\color\img\dish\5.png","5.png","PNG","7.78","91","88"
"C:\Users\colle\saffron-restaurant\css\color\img\dish\single-menu-tab2.jpg","single-menu-tab2.jpg","JPG","7.67","122","100"
"C:\Users\colle\saffron-restaurant\css\color\img\logo-color.png","logo-color.png","PNG","7.58","220","68"
"C:\Users\colle\saffron-restaurant\css\color\img\logo.png","logo.png","PNG","7.56","220","68"
"C:\Users\colle\saffron-restaurant\img\recipe-of-the-day-banner.jpg","recipe-of-the-day-banner.jpg","JPG","7.42","510","539"
"C:\Users\colle\saffron-restaurant\css\color\img\brand\4.png","4.png","PNG","7.23","180","90"
"C:\Users\colle\saffron-restaurant\img\dish\chicken-tandori-170.jpg","chicken-tandori-170.jpg","JPG","6.8","170","170"
"C:\Users\colle\saffron-restaurant\css\color\img\food-menu-bottom-right2.png","food-menu-bottom-right2.png","PNG","6.73","122","100"
"C:\Users\colle\saffron-restaurant\css\color\img\team\section-back.png","section-back.png","PNG","6.69","151","185"
"C:\Users\colle\saffron-restaurant\css\color\img\dish\6.png","6.png","PNG","6.67","91","75"
"C:\Users\colle\saffron-restaurant\img\dish\menu5-back3.jpg","menu5-back3.jpg","JPG","6.54","570","164"
"C:\Users\colle\saffron-restaurant\img\dish\menu5-back2.jpg","menu5-back2.jpg","JPG","6.54","570","164"
"C:\Users\colle\saffron-restaurant\img\dish\menu5-back1.jpg","menu5-back1.jpg","JPG","6.54","570","164"
"C:\Users\colle\saffron-restaurant\img\dish\menu5-back4.jpg","menu5-back4.jpg","JPG","6.54","570","164"
"C:\Users\colle\saffron-restaurant\css\color\img\brand\5.png","5.png","PNG","6.47","180","90"
"C:\Users\colle\saffron-restaurant\css\color\img\dish\3.png","3.png","PNG","6.45","91","74"
"C:\Users\colle\saffron-restaurant\css\color\img\brand\2.png","2.png","PNG","6.41","180","90"
"C:\Users\colle\saffron-restaurant\img\dish\manchurian.jpg","manchurian.jpg","JPG","6.29","170","170"
"C:\Users\colle\saffron-restaurant\img\dish\samosa-101.jpg","samosa-101.jpg","JPG","6.26","101","101"
"C:\Users\colle\saffron-restaurant\css\color\img\mobile-logo.png","mobile-logo.png","PNG","6.08","129","40"
"C:\Users\colle\saffron-restaurant\img\logo-119.png","logo-119.png","PNG","5.96","119","40"
"C:\Users\colle\saffron-restaurant\css\color\img\sidebar\2.jpg","2.jpg","JPG","5.83","93","83"
"C:\Users\colle\saffron-restaurant\css\color\img\dish\17.jpg","17.jpg","JPG","5.83","272","194"
"C:\Users\colle\saffron-restaurant\img\border.png","border.png","PNG","5.81","545","882"
"C:\Users\colle\saffron-restaurant\css\color\img\border.png","border.png","PNG","5.81","545","882"
"C:\Users\colle\saffron-restaurant\img\dish\Smoke-chicken-101.jpg","Smoke-chicken-101.jpg","JPG","5.79","101","101"
"C:\Users\colle\saffron-restaurant\img\dish\manchurian-101.jpg","manchurian-101.jpg","JPG","5.73","101","101"
"C:\Users\colle\saffron-restaurant\img\dish\chikken-tikka.jpg","chikken-tikka.jpg","JPG","5.73","170","170"
"C:\Users\colle\saffron-restaurant\css\color\img\sidebar\6.jpg","6.jpg","JPG","5.4","92","83"
"C:\Users\colle\saffron-restaurant\img\food-menu-back.png","food-menu-back.png","PNG","5.31","722","643"
"C:\Users\colle\saffron-restaurant\css\color\img\sidebar\4.jpg","4.jpg","JPG","5.29","93","83"
"C:\Users\colle\saffron-restaurant\css\color\img\sidebar\1.jpg","1.jpg","JPG","5.26","93","83"
"C:\Users\colle\saffron-restaurant\css\color\img\sidebar\5.jpg","5.jpg","JPG","5.25","93","83"
"C:\Users\colle\saffron-restaurant\css\color\img\sidebar\3.jpg","3.jpg","JPG","5.24","93","83"
"C:\Users\colle\saffron-restaurant\css\color\img\brand\3.png","3.png","PNG","5.01","180","90"
"C:\Users\colle\saffron-restaurant\img\team\3.jpg","3.jpg","JPG","4.89","370","522"
"C:\Users\colle\saffron-restaurant\img\team\1.jpg","1.jpg","JPG","4.89","370","522"
"C:\Users\colle\saffron-restaurant\img\team\2.jpg","2.jpg","JPG","4.89","370","522"
"C:\Users\colle\saffron-restaurant\vendor\OwlCarousel\owl.video.play.png","owl.video.play.png","PNG","4.86","80","80"
"C:\Users\colle\saffron-restaurant\css\color\img\sidebar\7.jpg","7.jpg","JPG","4.84","92","83"
"C:\Users\colle\saffron-restaurant\img\dish\veg-bir-101.jpg","veg-bir-101.jpg","JPG","4.84","101","101"
"C:\Users\colle\saffron-restaurant\img\dish\hakka.jpg","hakka.jpg","JPG","4.74","170","170"
"C:\Users\colle\saffron-restaurant\css\color\img\sidebar\8.jpg","8.jpg","JPG","4.72","92","83"
"C:\Users\colle\saffron-restaurant\css\color\img\brand\8.png","8.png","PNG","4.7","180","90"
"C:\Users\colle\saffron-restaurant\css\color\img\brand\1.png","1.png","PNG","4.56","180","90"
"C:\Users\colle\saffron-restaurant\css\color\img\signature.png","signature.png","PNG","4.5","165","81"
"C:\Users\colle\saffron-restaurant\img\chana-masala.jpg","chana-masala.jpg","JPG","4.49","170","170"
"C:\Users\colle\saffron-restaurant\img\dish\chana-masala.jpg","chana-masala.jpg","JPG","4.43","170","170"
"C:\Users\colle\saffron-restaurant\img\77x157.jpg","77x157.jpg","JPG","4.25","77","157"
"C:\Users\colle\saffron-restaurant\img\recipe-box2-3.jpg","recipe-box2-3.jpg","JPG","4.15","377","251"
"C:\Users\colle\saffron-restaurant\img\recipe-box2-2.jpg","recipe-box2-2.jpg","JPG","4.15","377","251"
"C:\Users\colle\saffron-restaurant\img\recipe-box2-1.jpg","recipe-box2-1.jpg","JPG","4.15","377","251"
"C:\Users\colle\saffron-restaurant\css\color\img\food-menu-bottom-left.png","food-menu-bottom-left.png","PNG","4.01","52","55"
"C:\Users\colle\saffron-restaurant\img\reservation2-back.png","reservation2-back.png","PNG","3.95","556","613"
"C:\Users\colle\saffron-restaurant\css\color\img\footer-blog1.jpg","footer-blog1.jpg","JPG","3.82","71","69"
"C:\Users\colle\saffron-restaurant\img\placeholder.png","placeholder.png","PNG","3.69","300","49"
"C:\Users\colle\saffron-restaurant\css\color\img\brand\back-logo.png","back-logo.png","PNG","3.59","88","88"
"C:\Users\colle\saffron-restaurant\img\dish\chicken-tandori-122.jpg","chicken-tandori-122.jpg","JPG","3.53","122","100"
"C:\Users\colle\saffron-restaurant\css\color\img\footer-blog2.jpg","footer-blog2.jpg","JPG","3.52","71","69"
"C:\Users\colle\saffron-restaurant\img\dish\26.jpg","26.jpg","JPG","3.44","282","259"
"C:\Users\colle\saffron-restaurant\img\dish\27.jpg","27.jpg","JPG","3.44","282","259"
"C:\Users\colle\saffron-restaurant\img\dish\24.jpg","24.jpg","JPG","3.44","282","259"
"C:\Users\colle\saffron-restaurant\img\dish\25.jpg","25.jpg","JPG","3.44","282","259"
"C:\Users\colle\saffron-restaurant\img\dish\23.jpg","23.jpg","JPG","3.44","282","259"
"C:\Users\colle\saffron-restaurant\img\dish\29.jpg","29.jpg","JPG","3.44","282","259"
"C:\Users\colle\saffron-restaurant\img\dish\30.jpg","30.jpg","JPG","3.44","282","259"
"C:\Users\colle\saffron-restaurant\img\dish\28.jpg","28.jpg","JPG","3.44","282","259"
"C:\Users\colle\saffron-restaurant\img\dish\reshmi-101.jpg","reshmi-101.jpg","JPG","3.28","101","101"
"C:\Users\colle\saffron-restaurant\img\dish\bhel-puri-101.jpg","bhel-puri-101.jpg","JPG","3.27","101","101"
"C:\Users\colle\saffron-restaurant\img\dish\40.jpg","40.jpg","JPG","3.24","272","342"
"C:\Users\colle\saffron-restaurant\img\dish\41.jpg","41.jpg","JPG","3.24","272","342"
"C:\Users\colle\saffron-restaurant\img\dish\39.jpg","39.jpg","JPG","3.24","272","342"
"C:\Users\colle\saffron-restaurant\img\dish\35.jpg","35.jpg","JPG","3.24","272","342"
"C:\Users\colle\saffron-restaurant\img\dish\34.jpg","34.jpg","JPG","3.24","272","342"
"C:\Users\colle\saffron-restaurant\img\dish\33.jpg","33.jpg","JPG","3.24","272","342"
"C:\Users\colle\saffron-restaurant\img\dish\32.jpg","32.jpg","JPG","3.24","272","342"
"C:\Users\colle\saffron-restaurant\img\dish\31.jpg","31.jpg","JPG","3.24","272","342"
"C:\Users\colle\saffron-restaurant\img\dish\37.jpg","37.jpg","JPG","3.24","272","342"
"C:\Users\colle\saffron-restaurant\img\dish\36.jpg","36.jpg","JPG","3.24","272","342"
"C:\Users\colle\saffron-restaurant\img\dish\38.jpg","38.jpg","JPG","3.24","272","342"
"C:\Users\colle\saffron-restaurant\vendor\OwlCarousel\ajax-loader.gif","ajax-loader.gif","GIF","3.13","32","32"
"C:\Users\colle\saffron-restaurant\vendor\slider\img\bullets-2.png","bullets-2.png","PNG","3.07","8","27"
"C:\Users\colle\saffron-restaurant\img\dish\lamb-Boti-Kabab-101.jpg","lamb-Boti-Kabab-101.jpg","JPG","3.06","101","101"
"C:\Users\colle\saffron-restaurant\vendor\slider\img\arrows-2.png","arrows-2.png","PNG","3.02","35","8"
"C:\Users\colle\saffron-restaurant\img\dish\chiken-tandoori.jpg","chiken-tandoori.jpg","JPG","3.02","101","101"
"C:\Users\colle\saffron-restaurant\css\color\img\food-menu-bottom-right.png","food-menu-bottom-right.png","PNG","2.98","48","39"
"C:\Users\colle\saffron-restaurant\css\color\img\footer-blog3.jpg","footer-blog3.jpg","JPG","2.98","71","69"
"C:\Users\colle\saffron-restaurant\img\chef\1-old.png","1-old.png","PNG","2.97","470","472"
"C:\Users\colle\saffron-restaurant\img\dish\43.jpg","43.jpg","JPG","2.92","272","194"
"C:\Users\colle\saffron-restaurant\img\dish\44.jpg","44.jpg","JPG","2.92","272","194"
"C:\Users\colle\saffron-restaurant\img\dish\15.jpg","15.jpg","JPG","2.92","272","194"
"C:\Users\colle\saffron-restaurant\img\dish\16.jpg","16.jpg","JPG","2.92","272","194"
"C:\Users\colle\saffron-restaurant\img\dish\17.jpg","17.jpg","JPG","2.92","272","194"
"C:\Users\colle\saffron-restaurant\img\dish\11.jpg","11.jpg","JPG","2.92","272","194"
"C:\Users\colle\saffron-restaurant\img\dish\12.jpg","12.jpg","JPG","2.92","272","194"
"C:\Users\colle\saffron-restaurant\img\dish\13.jpg","13.jpg","JPG","2.92","272","194"
"C:\Users\colle\saffron-restaurant\img\dish\14.jpg","14.jpg","JPG","2.92","272","194"
"C:\Users\colle\saffron-restaurant\img\dish\19.jpg","19.jpg","JPG","2.92","272","194"
"C:\Users\colle\saffron-restaurant\img\dish\18.jpg","18.jpg","JPG","2.92","272","194"
"C:\Users\colle\saffron-restaurant\img\dish\21.jpg","21.jpg","JPG","2.92","272","194"
"C:\Users\colle\saffron-restaurant\img\dish\42.jpg","42.jpg","JPG","2.92","272","194"
"C:\Users\colle\saffron-restaurant\img\dish\20.jpg","20.jpg","JPG","2.92","272","194"
"C:\Users\colle\saffron-restaurant\img\dish\22.jpg","22.jpg","JPG","2.92","272","194"
"C:\Users\colle\saffron-restaurant\css\color\img\recipe-of-the-day.png","recipe-of-the-day.png","PNG","2.81","77","157"
"C:\Users\colle\saffron-restaurant\css\font2\Flaticon.svg","Flaticon.svg","SVG","2.79",,
"C:\Users\colle\saffron-restaurant\img\dish\chikken-tikka-101.jpg","chikken-tikka-101.jpg","JPG","2.61","101","101"
"C:\Users\colle\saffron-restaurant\img\reservation-banner.png","reservation-banner.png","PNG","2.43","325","524"
"C:\Users\colle\saffron-restaurant\css\color\img\about2-top-icon-back.png","about2-top-icon-back.png","PNG","2.42","142","83"
"C:\Users\colle\saffron-restaurant\img\dish\hakka-101.jpg","hakka-101.jpg","JPG","2.23","101","101"
"C:\Users\colle\saffron-restaurant\css\color\img\favicon.png","favicon.png","PNG","2.21","36","36"
"C:\Users\colle\saffron-restaurant\img\dish\chana-masala-101.jpg","chana-masala-101.jpg","JPG","2.13","101","101"
"C:\Users\colle\saffron-restaurant\img\section-back-1.png","section-back-1.png","PNG","2.12","235","189"
"C:\Users\colle\saffron-restaurant\img\about1-bottom-back.png","about1-bottom-back.png","PNG","2.08","1472","82"
"C:\Users\colle\saffron-restaurant\img\client\cl3.jpg","cl3.jpg","JPG","1.99","100","100"
"C:\Users\colle\saffron-restaurant\img\client\cl4.jpg","cl4.jpg","JPG","1.98","100","100"
"C:\Users\colle\saffron-restaurant\css\color\img\map-marker.png","map-marker.png","PNG","1.87","30","53"
"C:\Users\colle\saffron-restaurant\vendor\slider\img\loading-2.gif","loading-2.gif","GIF","1.7","16","16"
"C:\Users\colle\saffron-restaurant\vendor\slider\img\loading.gif","loading.gif","GIF","1.7","16","16"
"C:\Users\colle\saffron-restaurant\img\preloader.gif","preloader.gif","GIF","1.68","300","49"
"C:\Users\colle\saffron-restaurant\img\logo-color.png","logo-color.png","PNG","1.67","220","68"
"C:\Users\colle\saffron-restaurant\img\logo_old.png","logo_old.png","PNG","1.67","220","68"
"C:\Users\colle\saffron-restaurant\img\recipe-of-the-day2-banner.png","recipe-of-the-day2-banner.png","PNG","1.58","195","176"
"C:\Users\colle\saffron-restaurant\img\logo-white.png","logo-white.png","PNG","1.57","195","60"
"C:\Users\colle\saffron-restaurant\img\brand\5.png","5.png","PNG","1.5","180","90"
"C:\Users\colle\saffron-restaurant\img\brand\4.png","4.png","PNG","1.5","180","90"
"C:\Users\colle\saffron-restaurant\img\brand\3.png","3.png","PNG","1.5","180","90"
"C:\Users\colle\saffron-restaurant\img\brand\2.png","2.png","PNG","1.5","180","90"
"C:\Users\colle\saffron-restaurant\img\brand\9.png","9.png","PNG","1.5","180","90"
"C:\Users\colle\saffron-restaurant\img\brand\1.png","1.png","PNG","1.5","180","90"
"C:\Users\colle\saffron-restaurant\img\brand\10.png","10.png","PNG","1.5","180","90"
"C:\Users\colle\saffron-restaurant\img\brand\6.png","6.png","PNG","1.5","180","90"
"C:\Users\colle\saffron-restaurant\img\brand\8.png","8.png","PNG","1.5","180","90"
"C:\Users\colle\saffron-restaurant\img\brand\7.png","7.png","PNG","1.5","180","90"
"C:\Users\colle\saffron-restaurant\img\client\cl2.jpg","cl2.jpg","JPG","1.45","100","100"
"C:\Users\colle\saffron-restaurant\vendor\slider\img\right-arrow.png","right-arrow.png","PNG","1.44","23","43"
"C:\Users\colle\saffron-restaurant\vendor\slider\img\left-arrow.png","left-arrow.png","PNG","1.43","23","43"
"C:\Users\colle\saffron-restaurant\img\signature.png","signature.png","PNG","1.42","165","81"
"C:\Users\colle\saffron-restaurant\img\about2-top-icon-back.png","about2-top-icon-back.png","PNG","1.29","142","83"
"C:\Users\colle\saffron-restaurant\vendor\slider\img\bullets.png","bullets.png","PNG","1.25","22","40"
"C:\Users\colle\saffron-restaurant\img\mobile-logo.png","mobile-logo.png","PNG","1.07","129","40"
"C:\Users\colle\saffron-restaurant\img\team\section-back.png","section-back.png","PNG","1.06","151","185"
"C:\Users\colle\saffron-restaurant\img\dish\1.png","1.png","PNG","1.02","170","170"
"C:\Users\colle\saffron-restaurant\img\dish\6.png","6.png","PNG","0.98","91","75"
"C:\Users\colle\saffron-restaurant\img\dish\4.png","4.png","PNG","0.96","91","89"
"C:\Users\colle\saffron-restaurant\img\dish\5.png","5.png","PNG","0.95","91","88"
"C:\Users\colle\saffron-restaurant\img\dish\3.png","3.png","PNG","0.95","91","74"
"C:\Users\colle\saffron-restaurant\img\dish\single-menu-tab2.jpg","single-menu-tab2.jpg","JPG","0.86","122","100"
"C:\Users\colle\saffron-restaurant\img\dish\single-menu-tab4.jpg","single-menu-tab4.jpg","JPG","0.86","122","100"
"C:\Users\colle\saffron-restaurant\img\dish\single-menu-tab3.jpg","single-menu-tab3.jpg","JPG","0.86","122","100"
"C:\Users\colle\saffron-restaurant\img\dish\single-menu-tab1.jpg","single-menu-tab1.jpg","JPG","0.86","122","100"
"C:\Users\colle\saffron-restaurant\img\sidebar\7.jpg","7.jpg","JPG","0.85","92","83"
"C:\Users\colle\saffron-restaurant\img\sidebar\8.jpg","8.jpg","JPG","0.85","92","83"
"C:\Users\colle\saffron-restaurant\img\sidebar\6.jpg","6.jpg","JPG","0.85","92","83"
"C:\Users\colle\saffron-restaurant\img\food-menu-bottom-right2.png","food-menu-bottom-right2.png","PNG","0.83","122","100"
"C:\Users\colle\saffron-restaurant\img\sidebar\3.jpg","3.jpg","JPG","0.81","93","83"
"C:\Users\colle\saffron-restaurant\img\sidebar\5.jpg","5.jpg","JPG","0.81","93","83"
"C:\Users\colle\saffron-restaurant\img\sidebar\1.jpg","1.jpg","JPG","0.81","93","83"
"C:\Users\colle\saffron-restaurant\img\sidebar\2.jpg","2.jpg","JPG","0.81","93","83"
"C:\Users\colle\saffron-restaurant\img\sidebar\4.jpg","4.jpg","JPG","0.81","93","83"
"C:\Users\colle\saffron-restaurant\img\brand\back-logo.png","back-logo.png","PNG","0.68","88","88"
"C:\Users\colle\saffron-restaurant\img\food-menu-bottom-right.png","food-menu-bottom-right.png","PNG","0.67","48","39"
"C:\Users\colle\saffron-restaurant\img\dish\10.png","10.png","PNG","0.64","101","101"
"C:\Users\colle\saffron-restaurant\img\dish\9.png","9.png","PNG","0.64","101","101"
"C:\Users\colle\saffron-restaurant\img\client\1.png","1.png","PNG","0.64","100","100"
"C:\Users\colle\saffron-restaurant\img\client\3.png","3.png","PNG","0.64","100","100"
"C:\Users\colle\saffron-restaurant\img\dish\7.png","7.png","PNG","0.64","101","101"
"C:\Users\colle\saffron-restaurant\img\dish\8.png","8.png","PNG","0.64","101","101"
"C:\Users\colle\saffron-restaurant\img\client\2.png","2.png","PNG","0.64","100","100"
"C:\Users\colle\saffron-restaurant\img\dish\2.png","2.png","PNG","0.64","101","101"
"C:\Users\colle\saffron-restaurant\img\recipe-of-the-day.png","recipe-of-the-day.png","PNG","0.63","77","157"
"C:\Users\colle\saffron-restaurant\img\footer-blog3.jpg","footer-blog3.jpg","JPG","0.6","71","69"
"C:\Users\colle\saffron-restaurant\img\footer-blog1.jpg","footer-blog1.jpg","JPG","0.6","71","69"
"C:\Users\colle\saffron-restaurant\img\footer-blog2.jpg","footer-blog2.jpg","JPG","0.6","71","69"
"C:\Users\colle\saffron-restaurant\img\food-menu-bottom-left.png","food-menu-bottom-left.png","PNG","0.54","52","55"
"C:\Users\colle\saffron-restaurant\img\favicon.png","favicon.png","PNG","0.47","36","36"
"C:\Users\colle\saffron-restaurant\img\map-marker.png","map-marker.png","PNG","0.35","30","53"
